ul 59818.2219 3.459908 1.679593
ul 59819.1176 1.276984 1.904222
ul 59820.1134 2.465348 1.757428
ul 59821.1113 4.497587 2.710419
ul 59822.1192 3.996705 2.813285
ul 59823.1592 1.081909 2.795026
ul 59851.1440 3.217019 1.802876
ul 59874.0266 -1.559045 1.421089
ul 59875.0223 0.895499 1.285763
ul 59876.0318 -1.436759 1.770363
ul 59877.0325 -0.629106 1.455395
ul 59878.0336 -0.149881 1.519156
ul 59879.0338 -0.408394 1.589415
ul 59880.0348 0.288085 1.143676
ul 59905.0720 1.644839 1.761567
ul 59906.0660 0.454246 1.702295
ul 59907.0666 0.905486 1.715155
ul 59908.0581 -2.445136 2.612845
ul 59909.0681 -2.232212 1.828014
ul 59910.0685 -0.267715 1.574474
ul 60140.2403 0.942505 1.818779
ul 60141.2435 -0.149908 2.985419
ul 60142.2334 -0.768368 2.859369
ul 60143.2299 2.152510 2.445419
ul 60144.2272 -3.403763 1.925548
ul 60145.2256 -0.421767 2.487317
ul 60176.1432 2.993481 1.943413
ul 60177.1458 1.914370 2.785061
ul 60198.1198 -0.564055 2.002666
ul 60199.0777 -1.213073 3.147215
ul 60200.0737 -2.144358 2.079764
ul 60201.0767 -3.214674 2.534033
ul 60202.0715 -0.009043 2.270830
ul 60206.1208 2.662049 1.563150
ul 60207.1199 1.108848 2.430212
ul 60228.0295 -2.101461 2.481604
ul 60229.0249 -5.342212 2.826426
ul 60233.2652 -0.163405 1.772402
ul 60234.0760 -0.748470 1.438156
ul 60260.0516 0.054514 2.241536
ul 60261.0449 -1.589363 1.516161
ul 60262.0455 -2.032282 1.501497
ul 60263.0460 1.725510 1.560394
ul 60264.0378 0.777749 1.592081
ul 60265.0387 2.385615 1.671200
ul 60499.2579 -2.490028 2.479764
ul 60500.2524 -2.988543 2.013179
ul 60501.2549 3.222058 2.173378
ul 60502.2441 -4.046829 2.561512
ul 60524.2184 3.466877 2.045350
ul 60525.1824 -1.011134 2.854919
ul 60554.1081 -2.462742 2.365335
ul 60555.1038 -0.608796 1.960763
ul 60556.0965 -0.045070 2.444819
ul 60557.0962 -2.436306 1.751792
ul 60558.1179 0.395647 2.145842
ul 60559.1183 1.234994 1.824821
ul 60560.1152 -0.536200 2.589307
ul 60582.0718 -2.602316 1.943827
ul 60583.0256 -2.000314 2.872623
ul 60584.0252 -1.415975 2.202696
ul 60585.0205 -1.797609 1.807276
ul 60586.0210 -0.022915 1.715372
ul 60587.0215 3.350747 1.976164
ul 60588.0219 -2.081213 1.557574
ul 60612.0529 0.861861 0.982182
ul 60613.0359 -1.895441 1.072272
ul 60614.0366 -0.205963 1.214635
ul 60615.0285 -0.898519 1.404023
ul 60616.0379 -0.547391 1.433082
ul 60617.0384 0.252549 1.114270
ul 60620.1257 -0.729169 1.575035
gl 59770.3740 0.455073 0.612112
gl 59779.4075 1.877259 2.814642
gl 59782.2450 0.686619 1.164426
gl 59797.3412 61.569782 1.077464
gl 59800.2406 110.638557 3.424270
gl 59808.2301 93.242294 1.910862
gl 59811.1357 66.710571 1.119344
gl 59814.1283 47.551437 0.996683
gl 59826.3650 18.340117 1.051633
gl 59836.1479 11.488029 2.033477
gl 59839.0860 9.774147 0.825731
gl 59842.0761 10.508120 0.742048
gl 59854.0303 7.101944 1.430428
gl 59857.1008 12.965820 2.527767
gl 59866.0250 5.955040 0.738962
gl 59869.0266 4.081164 0.733003
gl 59872.0285 4.432850 0.618247
gl 59884.0385 4.715736 1.067308
gl 59896.0444 1.682655 0.779684
gl 59899.0460 0.744021 0.756518
gl 59902.0992 2.388527 1.068673
gl 60125.4171 0.905404 0.887682
gl 60153.2905 -0.352689 0.923363
gl 60164.1697 -0.565938 1.223834
gl 60168.1813 0.374566 0.731813
gl 60181.3694 -1.131782 0.962496
gl 60184.3127 2.193997 3.056994
gl 60194.1175 -0.223246 0.712270
gl 60197.0781 -0.573559 1.045751
gl 60208.0801 -1.452881 1.444716
gl 60211.0678 -3.438479 3.633135
gl 60221.0706 0.012630 0.855222
gl 60224.0691 -0.415296 0.732402
gl 60227.0703 -0.637853 0.928455
gl 60237.2751 -0.272024 0.866567
gl 60240.0775 -0.393755 1.799588
gl 60249.0890 0.197204 0.657593
gl 60491.3523 0.216802 1.557695
gl 60508.3203 -0.025239 1.787434
gl 60520.4281 1.152838 1.294102
gl 60532.2619 1.611399 0.716179
gl 60535.1806 -0.582735 1.979983
gl 60538.1727 -0.153301 2.620469
gl 60546.1263 0.792387 1.341126
gl 60549.1432 0.371290 0.915570
gl 60567.3838 0.370311 0.785674
gl 60574.1837 2.176434 2.376745
gl 60577.0738 -1.347545 1.222803
gl 60580.0647 -0.316218 1.207686
gl 60593.0236 0.086861 1.127443
gl 60596.0950 4.283607 3.297156
gl 60603.0762 0.535377 0.574907
gl 60606.0779 -0.144476 0.827924
gl 60609.0799 -0.989624 0.594660
gl 60621.2278 -0.280946 0.897788
gl 60624.0425 2.794338 1.628320
rl 59770.3662 0.533782 0.625548
rl 59779.3999 0.815733 2.069366
rl 59782.2372 1.605493 1.231331
rl 59797.3336 70.400208 1.088859
rl 59800.2328 131.573029 2.426158
rl 59808.2223 187.872192 1.717570
rl 59811.1280 159.967697 1.412649
rl 59814.1206 125.769524 1.167084
rl 59826.3574 53.799324 0.965948
rl 59836.1402 32.871582 1.434685
rl 59839.0783 31.175674 0.843312
rl 59842.0683 28.258860 0.830145
rl 59854.0225 24.350098 1.215080
rl 59857.0931 23.467449 1.775846
rl 59866.0173 20.629890 0.773119
rl 59869.0189 21.480211 0.750163
rl 59872.0208 21.084198 0.737734
rl 59884.0307 16.397938 0.954197
rl 59896.0367 14.040152 0.854577
rl 59899.0383 14.438426 0.719698
rl 59902.0916 15.063904 1.069870
rl 60125.4094 0.911028 0.960627
rl 60153.2828 -0.260551 0.944762
rl 60164.1619 -0.149160 1.420421
rl 60168.1735 1.652420 0.800516
rl 60181.3618 0.479589 0.997009
rl 60184.3051 -0.927056 2.038676
rl 60194.1098 -1.032286 0.795495
rl 60197.0703 -0.556429 1.133038
rl 60208.0724 1.136431 1.382839
