ul 59851.2006 -2.394347 2.443081
ul 59874.1612 -4.098219 1.672863
ul 59875.1175 -0.138851 2.048681
ul 59876.1160 3.300893 2.115342
ul 59877.1178 1.343553 1.688495
ul 59878.1127 -0.639294 1.731995
ul 59879.1104 -0.107842 1.809485
ul 59880.1181 0.883768 1.254636
ul 59904.0584 -0.063870 2.250932
ul 59905.0468 -0.295959 2.683753
ul 59906.0474 1.190781 2.136097
ul 59907.0480 -0.358007 1.986598
ul 59908.0487 4.169028 3.013594
ul 59909.0494 -0.701453 1.601787
ul 59910.0590 -0.765052 1.641235
ul 59935.0739 0.473780 0.962119
ul 59936.0735 -0.902955 1.261958
ul 59937.0743 -0.167850 1.302126
ul 59938.0754 1.296184 1.622675
ul 59939.0808 -1.001732 1.814925
ul 60198.2332 -2.843622 2.802311
ul 60199.2358 1.909675 2.057357
ul 60200.2314 1.120712 2.184124
ul 60201.2281 -1.438756 2.547252
ul 60202.2255 -2.888544 2.276021
ul 60236.1862 1.978722 1.893518
ul 60260.0773 57.188473 2.879096
ul 60261.0632 55.874428 2.602062
ul 60262.0637 53.176830 2.435700
ul 60263.0643 46.992538 2.394634
ul 60264.0716 52.799030 2.312874
ul 60265.0867 51.359425 2.663954
ul 60290.0641 6.351416 1.593002
ul 60291.0599 4.987542 1.539307
ul 60292.0607 5.833978 1.458191
ul 60293.0607 6.708604 1.515724
ul 60294.0616 4.933906 1.359679
ul 60295.0621 4.131333 1.737489
ul 60554.2916 2.677655 1.999548
ul 60555.2620 0.271867 1.849755
ul 60556.2548 -0.010664 2.358217
ul 60557.2501 2.003647 1.731000
ul 60558.2534 3.537226 2.296142
ul 60559.2490 2.006299 1.997825
ul 60560.2424 -3.636302 2.936698
ul 60582.2087 1.248560 1.967425
ul 60583.1842 0.517720 2.694787
ul 60584.1807 0.701120 2.126794
ul 60585.1757 1.585243 1.777954
ul 60586.1765 -1.107486 1.653032
ul 60587.1702 -0.585409 2.022094
ul 60588.1666 0.887303 1.651133
ul 60612.1183 2.658386 1.228977
ul 60613.1019 -1.451577 1.392967
ul 60614.0960 0.855358 1.647816
ul 60615.0917 -2.327583 1.880529
ul 60616.0927 2.372130 1.928205
ul 60617.0896 1.249975 1.487622
ul 60620.1350 -1.839066 1.604635
ul 60643.0609 -0.370875 1.519570
ul 60644.0533 -1.761571 1.658065
ul 60645.0537 -0.044696 1.733694
ul 60646.0548 2.746455 1.714013
ul 60647.0546 1.697057 1.882519
ul 60648.0553 0.014579 1.357822
ul 60649.0561 1.940199 1.221023
ul 60671.0655 1.044739 1.238348
ul 60672.0693 0.211838 0.889570
ul 60673.0745 1.904809 1.882512
ul 60674.0798 -1.322312 1.823937
gl 59825.2676 -0.746795 1.007519
gl 59839.2236 -0.839961 1.240383
gl 59842.2064 0.092514 0.975697
gl 59854.2165 -1.387430 0.776718
gl 59857.1956 -1.073216 2.816416
gl 59867.1676 -1.857045 1.268681
gl 59870.1597 0.607291 0.768905
gl 59873.1519 0.772833 0.565771
gl 59884.1368 -0.842141 1.004908
gl 59887.1027 0.397807 2.255635
gl 59896.0915 1.597175 0.929363
gl 59899.0930 -1.235133 1.111634
gl 59902.0522 2.200363 1.274046
gl 59913.2522 -0.041832 0.789679
gl 59916.0621 7.714038 2.363445
gl 59924.0665 0.092740 0.648909
gl 59927.0680 -0.199877 0.776970
gl 59930.0695 -0.325882 0.603431
gl 59933.0709 0.613885 0.467200
gl 59942.0889 -0.140034 0.721636
gl 59945.0846 -2.296950 2.002527
gl 60192.3006 -0.178551 2.603030
gl 60195.2419 0.046328 0.940562
gl 60209.2357 -1.591392 0.996929
gl 60212.2223 -6.517529 2.619324
gl 60223.2024 0.613117 1.152392
gl 60226.2797 0.035804 0.565689
gl 60238.2803 -1.132598 0.706569
gl 60241.1418 1.577574 2.036725
gl 60267.0519 149.875092 1.708192
gl 60270.1158 139.677704 3.610854
gl 60278.0601 106.735649 1.130264
gl 60281.0629 93.701813 1.112141
gl 60284.0633 79.588814 0.836114
gl 60287.0653 65.671471 0.952250
gl 60297.1245 34.818203 1.000197
gl 60300.0717 27.090723 2.064886
gl 60567.2308 -0.890135 2.046808
